"pid","hid","sex","age","ghq","opngbha","opngbhb","opngbhc","opngbhd","opngbhe","opngbhf","opngbhg","opngbhh","neigh","isced","highqual","wave"
151334919,18327796,"male",37,2,2,3,4,4,2,2,4,4,"yes","low sec-voc","further vocational",18
16706498,18327893,"male",34,12,3,3,3,3,2,2,3,3,"yes","higher voc","further vocational",18
134359968,18327893,"female",23,1,3,3,2,3,2,2,2,3,"yes","low sec-voc","further vocational",18
12281832,18328172,"female",31,1,3,2,2,2,3,3,3,2,"yes","low sec-voc","further vocational",18
140364145,18328172,"male",36,0,3,3,4,2,3,3,2,2,"yes","low sec-voc","further vocational",18
12158682,18328237,"female",31,12,1,1,1,1,1,2,2,1,"yes","hisec mivoc","further vocational",18
14364298,18328296,"male",39,0,2,2,3,4,3,1,2,3,"yes","higher voc","further vocational",18
52448061,18328296,"female",38,0,2,2,3,4,3,1,1,3,"yes","higher voc","further vocational",18
16940482,18328423,"female",29,2,2,3,2,4,2,3,3,2,"yes","first degree","further non-vocational",18
151115664,18328423,"male",32,3,2,3,2,4,2,3,4,2,"yes","first degree","further non-vocational",18
17654823,18328482,"female",30,1,2,3,2,4,2,2,2,2,"yes","higher voc","further vocational",18
151219249,18328482,"male",30,2,2,3,3,3,2,2,3,2,"yes","higher voc","further vocational",18
13802186,18328571,"male",70,0,4,3,4,4,2,2,4,3,"yes","higher voc","further vocational",18
77427637,18328571,"female",55,2,4,3,3,4,2,2,4,4,"yes","higher voc","further vocational",18
11580968,18328636,"male",27,0,3,4,4,5,3,3,2,4,"yes","first degree","further non-vocational",18
154188271,18328636,"male",40,0,3,3,4,4,4,4,5,3,"yes","low sec-voc","further vocational",18
17933536,18328709,"female",54,12,2,3,2,5,3,4,2,2,"yes","higher degree","further non-vocational",18
18896367,18328768,"male",85,1,2,2,3,5,5,1,5,2,"yes","higher voc","further vocational",18
16584392,18328792,"female",59,0,1,1,1,1,1,1,1,1,"yes","low sec-voc","further vocational",18
18369049,18328857,"female",64,7,2,2,2,2,3,2,2,2,"yes","hisec mivoc","further vocational",18
15048373,18328911,"male",31,12,2,2,2,2,2,4,2,2,"yes","low sec-voc","further vocational",18
93747578,18328911,"female",32,4,2,2,1,2,1,3,3,1,"yes","higher voc","further vocational",18
13188658,18329047,"male",40,0,3,4,2,2,2,2,3,2,"yes","first degree","further non-vocational",18
152903658,18329047,"female",38,1,2,2,1,1,1,1,3,1,"yes","first degree","further non-vocational",18
17371538,18329209,"male",35,1,3,3,3,2,2,2,2,2,"yes","hisec mivoc","further vocational",18
54271789,18329209,"female",34,1,2,2,2,4,2,2,2,3,"yes","hisec mivoc","further vocational",18
15047253,18329292,"female",33,0,3,3,3,3,2,-1,3,2,"yes","first degree","further non-vocational",18
150791151,18329292,"male",34,0,3,3,4,4,3,3,4,4,"yes","higher degree","further non-vocational",18
10541977,18329357,NA,31,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
153805285,18329381,"male",48,3,4,3,4,4,2,4,4,4,"no","low sec-voc","further vocational",18
11668296,18329519,NA,42,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
111954371,18329519,NA,38,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
15304698,18329632,"female",68,1,2,2,3,3,2,2,2,2,"yes","hisec mivoc","further vocational",18
15421198,18329667,"female",30,0,3,4,4,5,2,3,3,3,"yes","first degree","further non-vocational",18
15421228,18329721,NA,29,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
150873417,18329721,NA,30,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
18289649,18329799,NA,36,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
10048243,18330002,NA,38,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
12913251,18330169,NA,47,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
18834787,18330258,NA,50,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
18834817,18330258,NA,43,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
18834876,18330258,NA,20,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
13679104,18330347,"male",35,0,2,2,2,2,2,1,2,2,"yes","first degree","further non-vocational",18
102503222,18330347,"female",31,0,2,2,2,2,2,1,3,2,"yes","first degree","further non-vocational",18
16311302,18330436,"female",25,6,4,4,4,4,3,5,4,5,"mixed","first degree","further non-vocational",18
154597406,18330436,"male",26,7,5,5,5,5,3,5,5,5,"no","first degree","further non-vocational",18
12242683,18330509,"male",33,4,2,3,3,2,2,2,3,3,"yes","low sec-voc","further vocational",18
113745117,18330509,"female",34,0,2,2,2,4,2,1,4,3,"yes","higher voc","further vocational",18
10689761,18330592,"male",32,1,2,3,4,4,2,3,3,4,"mixed","higher degree","further non-vocational",18
77403878,18330592,"female",32,0,2,4,4,3,2,4,4,3,"mixed","first degree","further non-vocational",18
13949977,18330711,"male",86,0,2,3,3,3,3,2,2,4,"yes","primary","no further",18
13950002,18330711,"female",86,1,2,3,3,3,3,3,2,3,"yes","primary","no further",18
16180283,18330789,"male",39,0,2,2,2,2,2,3,2,2,"yes","low sec-voc","further vocational",18
154627674,18330789,"female",27,0,3,3,2,3,2,3,3,3,"yes","higher voc","further vocational",18
18655653,18330843,"female",55,0,4,5,5,5,2,5,5,5,"yes","hisec mivoc","further vocational",18
16465806,18330908,"male",35,0,2,3,3,4,3,2,2,2,"yes","higher voc","further vocational",18
82667837,18330908,"female",32,0,1,2,2,4,3,1,2,2,"yes","low sec-voc","further vocational",18
16642708,18331025,"male",35,0,3,3,2,2,2,1,2,1,"yes","higher voc","further vocational",18
113801238,18331025,"female",26,2,1,2,1,1,1,1,1,1,"yes","primary","no further",18
15219666,18331157,"male",34,0,3,2,3,3,2,2,2,2,"yes","low sec-voc","further vocational",18
144326248,18331157,"female",32,0,3,3,3,3,2,2,3,3,"yes","higher voc","further vocational",18
17991722,18331246,"male",81,3,1,1,1,1,1,1,1,1,"yes","low sec-voc","further vocational",18
17991757,18331246,"female",80,10,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",18
12884189,18331319,"female",34,12,2,4,3,4,2,2,2,2,"yes","low sec-voc","further vocational",18
102029768,18331319,"female",55,0,2,2,2,4,2,2,2,2,"yes","low sec-voc","further vocational",18
15309207,18331378,"female",36,0,2,2,2,3,2,3,3,2,"yes","higher voc","further vocational",18
17498015,18331521,"female",38,6,1,1,1,2,1,2,2,2,"yes","low sec-voc","further vocational",18
13747363,18331556,"female",43,0,2,2,2,2,2,2,2,2,"yes","higher degree","further non-vocational",18
13747398,18331556,"female",17,0,3,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",18
12642282,18331688,"male",66,10,3,2,4,2,2,2,2,3,"mixed","primary","no further",18
18085776,18331742,"female",46,0,2,2,2,2,2,1,3,2,"yes","first degree","further non-vocational",18
41414837,18331777,"male",41,0,2,2,1,4,2,2,3,2,"yes","higher voc","further vocational",18
17440912,18331831,"female",56,3,2,5,5,5,2,2,2,5,"yes","hisec mivoc","further vocational",18
17440971,18331831,"female",32,7,3,3,3,3,3,3,3,3,"yes","hisec mivoc","further vocational",18
17440947,18331831,"male",35,NA,4,-1,-1,-1,-1,-1,-1,-1,"yes","higher voc","further vocational",18
11026707,18331963,"male",46,0,3,2,3,3,3,2,3,2,"yes","higher voc","further vocational",18
11026731,18331963,"female",46,0,1,2,2,3,2,1,2,2,"yes","higher voc","further vocational",18
11026804,18331963,"male",23,0,3,3,3,3,2,2,3,4,"yes","low sec-voc","further vocational",18
11026839,18331963,"male",19,1,3,2,4,2,2,3,3,4,"yes","low sec-voc","further vocational",18
14551209,18332099,"female",43,12,2,3,4,4,1,2,4,4,"yes","higher voc","further vocational",18
66278872,18332099,"male",57,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
14291517,18332277,"male",31,3,2,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",18
124606008,18332277,"female",24,8,2,1,1,4,2,2,2,4,"yes","low sec-voc","further vocational",18
10116508,18332404,"male",39,0,2,2,4,2,2,2,4,3,"yes","first degree","further non-vocational",18
30077427,18332404,"female",38,1,2,2,2,2,1,2,3,2,"yes","first degree","further non-vocational",18
16953886,18332498,"female",47,0,3,2,2,2,2,5,2,3,"yes","higher degree","further non-vocational",18
13166263,18332528,"female",59,0,1,2,1,2,2,1,1,1,"yes","hisec mivoc","further vocational",18
15523012,18332552,"female",51,0,2,2,2,4,1,2,2,2,"yes","low sec-voc","further vocational",18
12206857,18332617,"male",29,1,3,3,2,2,2,4,2,2,"yes","higher voc","further vocational",18
173991033,18332617,"female",30,0,2,3,4,2,2,4,4,4,"yes","higher degree","further non-vocational",18
16989783,18332676,"female",25,0,4,3,2,2,2,4,4,4,"no","primary","no further",18
14394529,18332749,"male",44,3,2,3,2,4,2,4,2,2,"yes","low secondary",NA,18
16841891,18332773,"female",44,4,2,3,4,4,2,-1,2,2,"yes","higher voc","further vocational",18
16841999,18332773,"female",19,5,2,3,4,5,2,2,4,2,"mixed","primary","no further",18
16841956,18332803,"female",20,1,2,2,2,2,2,2,2,2,"yes","primary","no further",18
10924817,18332897,"male",51,1,4,3,4,4,4,3,5,2,"yes","first degree","further non-vocational",18
17879809,18332927,"female",73,0,2,2,2,2,4,2,2,2,"mixed","higher voc","further vocational",18
12904368,18332951,NA,33,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
32254059,18332951,NA,15,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
81089988,18332951,NA,40,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
12966967,18333087,"female",94,NA,2,3,3,4,4,2,2,2,NA,"primary","no further",18
17474507,18333176,"female",52,0,2,2,2,4,2,2,2,3,"yes","low sec-voc","further vocational",18
17474604,18333176,"male",18,NA,3,3,3,3,3,3,5,5,"yes","low sec-voc","further vocational",18
151196559,18333176,"male",57,0,3,2,4,5,4,1,2,3,"yes","primary","no further",18
18297412,18333273,"female",45,0,3,3,2,2,2,2,3,2,"mixed","low secondary",NA,18
151336989,18333273,"male",51,0,2,2,2,2,2,2,2,2,"yes","primary","no further",18
18732933,18333338,"female",72,12,2,2,2,-1,3,2,2,4,"yes","primary","no further",18
18732968,18333338,"male",46,3,2,2,3,-1,2,2,2,2,"yes","primary","no further",18
16818458,18333397,"female",24,0,3,3,4,5,1,2,3,2,NA,"low sec-voc","further vocational",18
151575428,18333397,"male",23,5,4,4,5,5,2,2,4,4,NA,"hisec mivoc","further vocational",18
10843086,18333559,"male",77,7,2,2,2,2,2,2,3,1,"mixed","primary","no further",18
10843116,18333559,"female",71,0,2,2,2,2,2,2,3,5,"yes","higher voc","further vocational",18
10844236,18333613,"male",53,7,3,5,2,2,2,2,3,4,"yes","higher voc","further vocational",18
10844309,18333613,"male",17,6,3,2,3,3,3,3,3,2,"yes","low sec-voc","further vocational",18
111907918,18333613,"female",45,5,3,4,4,4,4,2,4,3,"yes","low sec-voc","further vocational",18
111907934,18333613,"female",17,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
10370242,18333737,"female",34,4,4,2,3,3,3,2,2,3,"yes","low sec-voc","further vocational",18
40182118,18333737,"male",36,1,2,3,4,4,4,2,3,3,"yes","higher voc","further vocational",18
15823091,18333869,"female",49,3,3,3,3,3,3,3,3,3,NA,"low sec-voc","further vocational",18
57163227,18333958,NA,40,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
17889936,18334016,"male",25,0,3,3,4,3,2,4,3,2,"yes","low sec-voc","further vocational",18
152910565,18334016,"female",23,4,1,2,2,4,2,2,3,2,"mixed","low sec-voc","further vocational",18
91531233,18334113,"male",43,1,2,1,2,3,2,2,2,2,"yes","low sec-voc","further vocational",18
183696158,18334113,"female",41,1,1,2,1,2,2,2,2,2,"yes","low sec-voc","further vocational",18
10903577,18334148,"male",37,0,2,2,2,2,2,2,3,2,"yes","primary","no further",18
110123417,18334148,"female",37,0,2,3,3,4,2,2,2,3,"yes","not defined","no further",18
18313183,18334261,"female",25,0,2,2,2,2,2,2,2,1,"yes","primary","no further",18
15176002,18334296,"male",25,7,2,4,4,4,2,2,4,4,"yes","hisec mivoc","further vocational",18
47569506,18334326,"male",34,2,2,1,1,1,2,1,1,3,"yes","low sec-voc","further vocational",18
17794749,18334636,"female",28,1,4,4,4,4,4,4,4,4,"no","hisec mivoc","further vocational",18
18834043,18334709,"male",46,0,3,5,5,5,1,4,5,4,"mixed","low sec-voc","further vocational",18
14216531,18334733,"female",35,0,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",18
33400881,18334733,"male",41,6,2,2,2,2,2,2,3,2,"yes","higher degree","further non-vocational",18
16329139,18334881,"male",61,1,2,2,3,4,2,2,2,2,"yes","low sec-voc","further vocational",18
152786678,18334881,"female",64,0,1,1,1,3,2,2,2,1,"yes","low sec-voc","further vocational",18
14521067,18334946,"male",35,0,2,4,4,4,4,2,4,2,"mixed","primary","no further",18
33681988,18334946,"female",33,7,4,3,4,4,3,4,4,3,"mixed","low sec-voc","further vocational",18
13440616,18335101,"female",37,0,3,3,2,3,2,1,2,3,"yes","low sec-voc","further vocational",18
62038583,18335101,"male",40,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
10606947,18335233,"female",40,4,3,2,4,4,2,2,4,4,"no","low sec-voc","further vocational",18
124433979,18335233,"female",42,1,4,3,2,2,2,2,3,2,"no","hisec mivoc","further vocational",18
11719796,18335292,"male",31,0,2,2,3,4,2,3,2,2,"yes","higher degree","further non-vocational",18
183709284,18335292,"female",27,NA,3,2,2,4,2,4,2,4,"yes","higher degree","further non-vocational",18
12345598,18335381,"male",49,0,4,4,4,4,3,2,-1,5,"yes","higher voc","further vocational",18
120438119,18335381,"female",40,6,3,3,4,4,2,2,2,3,"yes","low sec-voc","further vocational",18
120438135,18335381,"female",17,2,2,3,2,3,2,3,2,2,"yes","not defined","no further",18
120438151,18335381,"male",19,0,2,3,4,4,2,2,3,4,"yes","low sec-voc","further vocational",18
10820752,18335543,"female",33,0,3,3,3,2,2,3,3,3,"mixed","hisec mivoc","further vocational",18
120130475,18335543,"male",34,4,3,3,3,3,1,5,2,2,"mixed","primary","no further",18
16706528,18335667,"male",32,0,2,2,2,3,2,2,2,2,"yes","low sec-voc","further vocational",18
143892061,18335667,"female",38,5,2,2,2,2,3,2,2,2,"yes","not defined","no further",18
17609941,18335888,"female",42,0,3,3,3,3,3,2,3,2,"yes","low sec-voc","further vocational",18
27747328,18335888,"female",16,8,3,2,2,4,2,4,4,2,"mixed","low sec-voc","further vocational",18
18005268,18336019,"female",31,0,3,3,3,4,3,2,3,3,"yes","low sec-voc","further vocational",18
16153448,18336132,"female",29,1,2,3,2,-1,3,2,2,2,"yes","first degree","further non-vocational",18
101777035,18336132,"male",29,0,2,2,2,2,2,2,3,3,"yes","first degree","further non-vocational",18
10638261,18336256,"male",35,1,2,4,4,4,2,2,5,2,"yes","higher voc","further vocational",18
113545533,18336256,"female",33,2,3,2,5,5,1,2,5,2,"yes","low sec-voc","further vocational",18
10653961,18336329,NA,33,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
11830697,18336353,"female",33,2,1,1,2,4,3,2,2,2,"yes","higher voc","further vocational",18
102924961,18336353,"male",36,3,2,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",18
16042638,18336477,"male",27,7,3,3,3,5,3,2,1,4,"yes","low sec-voc","further vocational",18
154083291,18336477,"female",21,1,2,3,3,3,3,2,2,3,"mixed","primary","no further",18
14402416,18336566,"male",37,0,3,3,4,4,2,3,2,3,"yes","hisec mivoc","further vocational",18
183723317,18336566,"female",26,0,3,4,4,4,2,4,2,4,"yes","low sec-voc","further vocational",18
16942698,18336604,"male",57,0,2,3,4,4,4,2,2,4,"yes","primary","no further",18
152118764,18336604,"female",54,0,1,3,3,5,2,2,2,2,"yes","primary","no further",18
16564243,18336787,"female",46,0,2,1,1,1,1,1,1,1,"yes","first degree","further non-vocational",18
10854371,18336817,"female",46,0,2,2,4,4,2,2,3,2,"yes","first degree","further non-vocational",18
12226912,18336949,"male",48,0,2,2,3,4,2,2,3,3,"yes","higher voc","further vocational",18
12226947,18336949,"female",46,3,2,2,2,2,2,2,3,2,"yes","hisec mivoc","further vocational",18
14101246,18337031,"female",28,5,3,3,4,5,2,2,3,3,"yes","higher voc","further vocational",18
113796013,18337031,"male",28,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
13720511,18337163,"female",32,0,1,2,1,4,2,1,4,2,"yes","higher voc","further vocational",18
81459203,18337163,"male",35,5,2,3,3,3,3,2,4,2,"yes","low sec-voc","further vocational",18
11701919,18337228,"male",26,0,2,2,3,3,3,2,2,2,"yes","low sec-voc","further vocational",18
154097098,18337228,"female",25,NA,4,2,4,4,-1,5,-1,4,NA,"low sec-voc","further vocational",18
14472929,18337287,"female",20,1,2,3,4,4,2,4,4,4,"yes","low sec-voc","further vocational",18
87070669,18337287,"female",51,11,3,2,5,3,2,3,4,4,"mixed","first degree","further non-vocational",18
13422707,18337376,"male",43,0,4,3,3,4,3,2,3,4,"yes","higher voc","further vocational",18
81317417,18337376,"female",43,0,3,3,2,5,2,2,4,2,"yes","higher voc","further vocational",18
103116095,18337376,"female",22,NA,-1,-1,5,-1,-1,-1,-1,4,"yes","primary","no further",18
18915469,18337503,"female",38,0,2,2,2,2,2,2,2,2,"yes","higher voc","further vocational",18
13868349,18337562,"female",31,3,2,2,1,2,2,4,3,2,"yes","hisec mivoc","further vocational",18
144606003,18337562,"male",28,1,2,2,2,3,3,3,2,2,"yes","low sec-voc","further vocational",18
20009569,18337627,"female",45,4,3,3,3,4,2,2,3,4,"yes","higher degree","further non-vocational",18
77142527,18337716,"female",35,0,3,1,1,4,3,2,4,3,"yes","low sec-voc","further vocational",18
10042571,18337813,"male",76,0,2,2,3,2,2,2,2,1,"yes","primary","no further",18
13204386,18337848,"female",34,0,3,3,2,5,2,2,4,2,"yes","first degree","further non-vocational",18
85280135,18337848,"male",47,2,4,3,4,5,2,2,2,2,"yes","higher voc","further vocational",18
13342061,18337902,"male",32,0,2,4,5,2,2,2,2,2,"yes","hisec mivoc","further vocational",18
110539907,18337902,"female",27,0,3,2,2,2,2,2,4,2,"yes","low sec-voc","further vocational",18
11788127,18338038,"male",33,0,2,3,2,3,1,1,2,3,"yes","hisec mivoc","further vocational",18
140268871,18338038,"female",32,6,3,2,3,3,2,2,3,3,"yes","first degree","further non-vocational",18
13960059,18338097,"male",54,1,3,3,2,4,2,2,2,2,"yes","low sec-voc","further vocational",18
13263293,18338127,"male",40,0,2,2,2,3,1,2,2,4,"yes","low sec-voc","further vocational",18
51761904,18338127,"female",39,1,2,2,3,3,2,2,3,3,"yes","low sec-voc","further vocational",18
13671197,18338186,"male",72,0,1,1,4,4,2,1,2,2,"yes","low sec-voc","further vocational",18
13671227,18338186,"female",74,0,2,2,2,5,2,2,2,2,"yes","primary","no further",18
11718617,18338259,NA,63,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
11391758,18338313,"female",43,7,4,4,3,3,3,3,3,3,"yes","low sec-voc","further vocational",18
11714239,18338348,"female",22,0,1,1,1,2,2,2,2,2,"yes","low sec-voc","further vocational",18
10164243,18338372,"female",78,3,2,2,2,4,3,2,2,2,"yes","primary","no further",18
14601583,18338437,"female",84,NA,2,2,2,2,2,5,2,2,"yes","higher voc","further vocational",18
14790793,18338461,"male",76,4,2,2,2,2,2,2,2,2,"yes","primary","no further",18
14790823,18338461,"female",69,0,2,1,1,3,2,2,2,2,"yes","higher voc","further vocational",18
12120553,18338526,"male",81,1,1,2,3,4,4,2,3,3,"yes","hisec mivoc","further vocational",18
12120588,18338526,"female",62,1,2,1,2,2,2,2,2,2,"yes","higher voc","further vocational",18
14939703,18338623,"male",51,0,3,3,2,3,2,2,2,3,"yes","low sec-voc","further vocational",18
183746139,18338623,"female",52,0,1,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",18
16340418,18338771,"female",28,1,4,3,2,4,4,4,3,4,"yes","first degree","further non-vocational",18
151011419,18338771,"male",28,1,1,2,1,4,4,2,2,4,"yes","higher degree","further non-vocational",18
16997522,18338909,"female",41,0,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",18
18168663,18338968,"female",47,NA,1,1,1,1,1,1,1,1,"yes","higher voc","further vocational",18
18168752,18338968,"female",19,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
17768926,18339123,"male",53,5,3,3,5,5,5,3,4,3,"no","higher voc","further vocational",18
36480126,18339123,"female",44,6,3,3,3,4,3,3,5,4,"mixed","primary","no further",18
18165338,18339182,"female",24,0,2,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",18
151807019,18339182,"male",27,0,2,2,2,2,2,2,2,2,"yes","higher voc","further vocational",18
18514588,18339247,"female",43,0,1,1,3,2,1,1,1,1,"yes","first degree","further non-vocational",18
18514642,18339247,"female",22,4,1,1,1,2,2,4,1,2,"yes","first degree","further non-vocational",18
164499385,18339247,"male",40,0,1,1,1,2,1,1,1,2,"yes","first degree","further non-vocational",18
15163717,18339379,"male",31,1,5,5,5,5,5,5,5,5,"mixed","low sec-voc","further vocational",18
152257799,18339379,"female",30,2,3,4,5,5,3,5,5,3,NA,"first degree","further non-vocational",18
17795796,18339433,"male",58,0,2,2,2,2,2,2,2,2,"yes","primary","no further",18
16424387,18339522,"female",32,0,2,3,3,4,2,2,3,4,"yes","hisec mivoc","further vocational",18
112832849,18339522,"male",39,1,2,2,2,2,1,2,1,2,"yes","low sec-voc","further vocational",18
15410099,18339611,"male",24,0,3,3,2,5,2,3,2,2,"yes","primary","no further",18
183757033,18339611,"female",30,10,4,4,4,4,2,3,4,4,"mixed","hisec mivoc","further vocational",18
18290728,18339689,"female",35,3,2,2,2,2,2,2,2,2,"yes","first degree","further non-vocational",18
15752623,18339743,"female",24,6,3,3,2,4,3,1,3,2,"yes","low sec-voc","further vocational",18
183758498,18339743,"male",33,12,3,3,3,2,2,2,4,4,"no","primary","no further",18
12942332,18339867,"male",59,0,4,4,4,4,2,2,5,5,"yes","first degree","further non-vocational",18
13644416,18339956,"female",30,0,3,2,2,3,3,2,2,1,"yes","primary","no further",18
93122128,18339956,"male",33,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
12654639,18340172,"female",50,12,2,2,2,4,2,2,2,2,"yes","primary","no further",18
10062386,18340261,"male",65,9,4,4,4,4,4,4,4,4,"yes","higher voc","further vocational",18
153673818,18340261,"male",39,7,2,2,2,2,2,3,2,2,"yes","higher voc","further vocational",18
15714551,18340393,"male",33,0,2,2,2,4,2,2,3,4,"yes","first degree","further non-vocational",18
153615648,18340393,"female",30,0,2,2,2,2,2,2,2,2,"yes","first degree","further non-vocational",18
13623141,18340458,"female",29,3,1,2,2,2,3,2,2,2,"yes","hisec mivoc","further vocational",18
120694816,18340458,"male",29,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
10958401,18340547,"female",72,12,1,2,2,4,2,2,3,2,"yes","hisec mivoc","further vocational",18
17456681,18340571,"male",32,0,2,2,2,2,2,2,2,2,"yes","first degree","further non-vocational",18
17155398,18340636,NA,63,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
10515143,18340709,"female",32,0,2,2,2,2,2,2,2,2,"yes","first degree","further non-vocational",18
19140533,18340792,"female",30,0,2,2,2,4,2,2,3,2,"yes","first degree","further non-vocational",18
113673833,18340792,"male",35,0,3,2,2,4,2,3,2,2,"yes","low sec-voc","further vocational",18
15670791,18340857,"female",48,0,3,4,4,2,2,4,4,2,"yes","first degree","further non-vocational",18
164523774,18340857,"female",18,0,3,3,4,4,3,2,5,5,"yes","low sec-voc","further vocational",18
16782569,18340946,"male",38,7,1,2,2,2,2,2,3,3,"yes","first degree","further non-vocational",18
11391782,18341012,"male",34,0,3,4,4,4,4,2,4,3,"yes","low sec-voc","further vocational",18
134525817,18341012,"female",26,0,2,4,4,4,4,2,3,3,"yes","low sec-voc","further vocational",18
84566019,18341233,"male",42,NA,5,5,5,3,3,5,3,3,"no","primary","no further",18
154071269,18341233,"female",68,1,2,1,4,5,2,2,2,3,"yes","primary","no further",18
12190063,18341381,"male",26,0,3,3,4,4,3,4,3,4,"yes","first degree","further non-vocational",18
134281861,18341381,"male",26,0,2,3,4,4,2,4,2,2,"yes","hisec mivoc","further vocational",18
134281918,18341381,"male",27,1,3,4,4,4,4,3,3,3,"yes","first degree","further non-vocational",18
13071211,18341543,"female",24,2,4,5,5,5,2,2,3,5,"yes","higher voc","further vocational",18
153951168,18341543,"male",27,7,3,3,5,5,2,2,2,5,"yes","hisec mivoc","further vocational",18
16295609,18341608,"male",24,0,3,2,3,2,2,3,3,2,"yes","first degree","further non-vocational",18
132195933,18341691,"female",45,0,2,3,2,3,2,2,2,1,"yes","not defined","no further",18
153872403,18341691,"male",22,3,3,5,5,3,3,5,5,5,"no","low sec-voc","further vocational",18
11926953,18341799,"female",30,7,3,3,4,5,2,5,3,4,"yes","first degree","further non-vocational",18
130322148,18341799,"male",31,5,4,2,4,4,1,5,2,3,"yes","first degree","further non-vocational",18
29307279,18341888,"male",61,0,1,1,2,2,2,2,2,2,"yes","not defined","no further",18
29307333,18341888,"male",16,0,2,2,3,2,2,2,1,1,"yes","low sec-voc","further vocational",18
12325813,18341977,"female",49,3,3,3,3,4,3,4,3,2,"yes","low secondary",NA,18
19019157,18342043,"female",37,9,3,3,4,4,4,4,3,4,"yes","hisec mivoc","further vocational",18
16703138,18342078,"female",30,8,3,3,2,4,3,2,3,1,"no","primary","no further",18
183784235,18342078,"male",31,2,3,-1,5,5,3,3,4,-1,"no","higher voc","further vocational",18
17654793,18342108,"male",33,0,3,2,4,4,2,3,2,3,"yes","higher voc","further vocational",18
154423971,18342108,"female",32,1,2,2,2,3,2,4,2,3,"yes","higher voc","further vocational",18
86575899,18342256,"female",29,5,3,1,2,2,2,4,2,2,"yes","low sec-voc","further vocational",18
174129068,18342256,"male",28,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,18
17448751,18342353,"female",52,0,3,3,4,4,2,2,4,4,"yes","low sec-voc","further vocational",18
10784926,18342418,"male",33,1,3,4,4,4,2,2,3,3,"yes","first degree","further non-vocational",18
15823199,18342507,"female",25,0,3,3,3,3,3,3,3,3,"no","low sec-voc","further vocational",18
15823253,18342507,"female",19,0,2,5,2,2,2,2,2,1,"yes","primary","no further",18
154292559,18342507,"male",26,0,1,1,1,5,1,1,2,2,"yes","low sec-voc","further vocational",18
13462946,18342639,"male",56,0,2,2,3,3,2,2,2,2,"yes","higher voc","further vocational",18
154291145,18342639,"female",59,3,1,1,2,4,2,2,3,3,"yes","primary","no further",18
154291161,18342639,"male",18,1,1,2,4,4,1,1,2,4,"yes","hisec mivoc","further vocational",18
17186404,18342728,"female",79,9,2,2,2,2,3,2,2,2,"yes","primary","no further",18
14599473,18342817,"female",27,1,1,2,2,4,2,1,3,2,"yes","higher voc","further vocational",18
12958107,18342906,"female",27,9,2,2,2,3,2,3,2,2,"yes","higher voc","further vocational",18
150417861,18342906,"male",28,0,2,2,3,3,2,2,3,2,"yes","higher voc","further vocational",18
13391321,18342973,"female",31,2,2,2,2,5,2,2,4,2,"yes","first degree","further non-vocational",18
15994368,18343066,"female",69,1,1,2,2,2,1,1,1,1,"yes","low sec-voc","further vocational",18
